,id,platform,hashtag,n_clusters,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,dominant_r,dominant_g,dominant_b,dominant_h,dominant_s,dominant_v,black,gray,white,orange,orange-yellow,yellow,yellow-green,green,green-blue,blue,blue-violet,violet,violet-red,red,red-orange
0,7172368921318657322,tiktok,climatechange,12,0.22997967098580088,0.30464902495944846,0.39127742481916816,0.5126519097222221,0.5611940870098038,0.44748178785403037,0.0918640341949928,0.0871049596309112,0.188235294117647,0.6745098039215687,0.5372549019607843,0.188235294117647,0.4417317708333332,0.03125,0.0,0.0,0.1139322916666666,0.0047743055555555,0.0,0.0,0.0,0.0,0.1691623263888889,0.03515625,0.131618923611111,0.0,0.0723741319444444
0,7256810993311812907,tiktok,climatechange,14,0.5397183792157927,0.49885044613269314,0.5173346825916784,0.37954920683551163,0.24564993532135052,0.6076231447440085,0.8588235294117647,0.5799584775086505,0.5152941176470588,0.0313725490196078,0.4,0.8588235294117647,0.0,0.3705512152777777,0.0833333333333333,0.3184678819444442,0.0,0.0,0.0,0.0,0.0,0.0,0.1151258680555555,0.1125217013888888,0.0,0.0,0.0
0,7224978138751618305,tiktok,climatechange,12,0.25114178270188303,0.1941462389049397,0.20354836223985615,0.4512927219498909,0.3755476409313723,0.27558083129084954,0.2775855440215302,0.331211977293801,0.3725490196078431,0.5725490196078431,0.2549019607843137,0.3725490196078431,0.34787326388888873,0.1225043402777777,0.0,0.2445746527777776,0.0,0.0,0.0,0.0,0.0,0.0,0.2571614583333333,0.0,0.0,0.0278862847222222,0.0
0,7291671021827116334,tiktok,climatechange,15,0.3889348572177491,0.2353572399724338,0.2508945674999621,0.464453550517429,0.5224600864651414,0.42061163875272306,0.0938250898975506,0.0821683967704729,0.1529411764705882,0.6941176470588235,0.4627450980392157,0.1529411764705882,0.4829644097222222,0.127712673611111,0.0,0.2585720486111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307508680555555,0.0,0.0,0.0
0,7252904683222895918,tiktok,climatechange,12,0.5197444142076764,0.5073806053847751,0.4398016906008685,0.3192087077886706,0.26982783564814794,0.5621608626089323,0.8196078431372549,0.8168474568604835,0.5849750096116878,0.1647058823529411,0.2862745098039215,0.8196078431372549,0.1255425347222221,0.31922743055555547,0.0,0.0177951388888888,0.1538628472222222,0.2307942708333333,0.0,0.0,0.0815972222222222,0.0,0.0,0.0416666666666666,0.0,0.0,0.0295138888888888
0,7090944613141269802,tiktok,climatechange,5,0.490219081402986,0.4850524539015913,0.5028987949346405,0.3367638548474944,0.363224230664488,0.5825942095588235,0.7823529411764706,0.70319723183391,0.6258823529411766,0.0823529411764705,0.2,0.7823529411764706,0.0,0.0,0.0,0.0,0.5093315972222222,0.0,0.0,0.0,0.0,0.0,0.0605468749999999,0.4301215277777778,0.0,0.0,0.0
0,7128671667647286533,tiktok,climatechange,16,0.027838573580473855,0.0027990680417387497,0.006206528469501274,0.08674316406249999,0.09820341222426471,0.02789761412377451,0.0,0.0,0.0,0.0,0.0,0.0,1.9576416015625,0.0,0.0,0.0423583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7226171450653248810,tiktok,climatechange,17,0.38310082648736116,0.33526858613014576,0.3552912405995492,0.5133833741830062,0.19562525531045707,0.4101958231209146,0.1796702625686952,0.17439446366782,0.2117647058823529,0.6901960784313725,0.1764705882352941,0.2117647058823529,0.1367187499999998,0.5301649305555555,0.0,0.12977430555555522,0.0,0.0,0.0,0.0,0.0,0.0171440972222221,0.0030381944444444,0.0,0.0,0.0,0.1831597222222222
0,7296494527450205471,tiktok,climatechange,12,0.4044903002050493,0.3435068104089081,0.32491588425446905,0.45928096064814794,0.4395454622821349,0.4437265965413943,0.0,0.0,0.0078431372549019,0.6666666666666666,1.0,0.0078431372549019,0.24045138888888878,0.28287760416666663,0.0,0.1387803819444444,0.0675998263888889,0.1220703125,0.0,0.0,0.0,0.0,0.0776909722222222,0.0646701388888889,0.0,0.0,0.005859375
0,7133813521732668674,tiktok,climatechange,17,0.5896079883137894,0.3711473898338809,0.39351015646791193,0.7578461158769061,0.4378391373910673,0.5969707414215685,0.788235294117647,0.5625836216839677,0.5944403283804872,0.976470588235294,0.2862745098039215,0.788235294117647,0.11892361111111101,0.0314670138888887,0.0,0.7571614583333333,0.064453125,0.0,0.0,0.0,0.0,0.0164930555555554,0.0,0.0,0.0,0.0,0.0115017361111111
0,7261305666403355930,tiktok,climatechange,5,0.39356989216534366,0.3956490787699803,0.40730620679844726,0.4702010144335511,0.09172921772875808,0.4181019369553377,0.285920799692426,0.2989554243842865,0.3254901960784314,0.611764705882353,0.1215686274509803,0.3254901960784314,0.0,0.952907986111111,0.0,0.0130208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340711805555555
0,7275482700780293418,tiktok,climatechange,14,0.38597634664929004,0.35678807327749745,0.37969400791362273,0.591360294117647,0.33852379493464035,0.42748757489106737,0.0,0.0,0.0,0.0,0.0,0.0,1.3031684027777777,0.0635850694444444,0.0,0.1362847222222222,0.0,0.1178385416666666,0.0,0.0,0.0,0.0,0.2645399305555556,0.0,0.1145833333333332,0.0,0.0
0,7290893643920018721,tiktok,climatechange,3,0.9954359765592606,0.9875508268053953,0.9974081733387798,0.03298653662854019,0.010577086737472721,0.9974081733387798,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9588758680555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125868055555555,0.0285373263888888,0.0
